Provincia;Partido;Localidad;Link Indec;ADSL;CABLEMODEM;DIAL UP;FIBRA OPTICA;OTROS;SATELITAL;WIMAX;WIRELESS;Total general;
BUENOS AIRES;General Viamonte;Zavalí;6385050; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 31 ; 31 ;
BUENOS AIRES;General Villegas;Banderal�;6392010; -   ; -   ; -   ; -   ; 250 ; 1 ; -   ; -   ; 251 ;
BUENOS AIRES;General Villegas;Cañada Sec;6392020; -   ; -   ; -   ; -   ; 200 ; -   ; -   ; -   ; 200 ;
BUENOS AIRES;General Villegas;Coronel Charlone;6392030; 317 ; -   ; -   ; 60 ; -   ; 1 ; -   ; -   ; 378 ;
BUENOS AIRES;General Villegas;Emilio V. Bunge;6392040; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ;
BUENOS AIRES;General Villegas;General Villegas  (Est. Villegas);6392050; 315 ; 23 ; -   ; 3.504 ; -   ; 1 ; -   ; 46 ; 3.889 ;
BUENOS AIRES;General Villegas;Piedritas;6392080; 368 ; -   ; -   ; 189 ; -   ; 1 ; -   ; 58 ; 616 ;
BUENOS AIRES;General Villegas;Santa Regina;6392100; -   ; 75 ; -   ; -   ; -   ; -   ; -   ; -   ; 75 ;
BUENOS AIRES;General Villegas;Pichincha;6392070; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ;
BUENOS AIRES;Guamin�;Casbas;6399020; -   ; -   ; 1 ; -   ; -   ; -   ; -   ; 130 ; 131 ;
BUENOS AIRES;Guamin�;Guamin�;6399040; -   ; -   ; -   ; 75 ; -   ; -   ; -   ; 349 ; 424 ;
BUENOS AIRES;Guamin�;Laguna Alsina  (Est. Bonifacio);6399050; 196 ; -   ; -   ; 96 ; -   ; -   ; -   ; 184 ; 476 ;
BUENOS AIRES;Guamin�;Arroyo Venado;6399010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 43 ; 43 ;
BUENOS AIRES;Guamin�;Garr�;6399030; -   ; -   ; -   ; 288 ; -   ; -   ; -   ; -   ; 288 ;
BUENOS AIRES;Hipólito Yrigoye;Henderson;6406010; 113 ; -   ; 1 ; -   ; -   ; -   ; -   ; 810 ; 924 ;
BUENOS AIRES;Hurlingham;Hurlingham;6408010; 548 ; 15.356 ; 57 ; 16.946 ; 65 ; -   ; -   ; 296 ; 33.268 ;
BUENOS AIRES;Hurlingham;Villa Santos Tesei;6408010; 122 ; 7.257 ; 27 ; 13.191 ; 1 ; -   ; -   ; 72 ; 20.670 ;
BUENOS AIRES;Hurlingham;William C. Morris;6408010; -   ; 17 ; -   ; 13 ; -   ; -   ; -   ; 351 ; 381 ;
BUENOS AIRES;Ituzaing�;Ituzaingó Centr;6410010; 419 ; 26.927 ; 122 ; 22.285 ; 122 ; 3 ; -   ; 199 ; 50.077 ;
BUENOS AIRES;Ituzaing�;Ituzaingó Su;6410010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 30 ; 30 ;
BUENOS AIRES;Ituzaing�;OTROS;Sin Datos; 2 ; -   ; -   ; 2 ; -   ; -   ; -   ; -   ; 4 ;
BUENOS AIRES;Ituzaing�;Villa Gobernador Udaondo;6410010; 21 ; 8.869 ; 9 ; 3.253 ; -   ; -   ; -   ; 338 ; 12.490 ;
BUENOS AIRES;José C. Pa;Del Viso;6412010; -   ; 241 ; -   ; -   ; -   ; -   ; -   ; -   ; 241 ;
BUENOS AIRES;José C. Pa;José C Pa;6412010; 2.429 ; 29.183 ; 84 ; 12.224 ; 482 ; 3 ; -   ; 108 ; 44.513 ;
BUENOS AIRES;José C. Pa;Tortuguitas;6412010; -   ; 1.558 ; -   ; -   ; -   ; -   ; -   ; -   ; 1.558 ;
BUENOS AIRES;Juní;Agustín Roc;6413010; -   ; -   ; -   ; 89 ; -   ; -   ; -   ; 210 ; 299 ;
BUENOS AIRES;Juní;Agustina;6413020; -   ; -   ; -   ; 8 ; -   ; -   ; -   ; -   ; 8 ;
BUENOS AIRES;Juní;Balneario Laguna de Góme;6413030; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 4 ; 4 ;
BUENOS AIRES;Juní;Fortín Tiburci;6413040; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 69 ; 69 ;
BUENOS AIRES;Juní;Juní;6413050; 3.103 ; 18.154 ; 87 ; 4.314 ; 89 ; 1 ; -   ; 7.694 ; 33.442 ;
BUENOS AIRES;Juní;Laplacette;6413060; -   ; -   ; -   ; 1 ; -   ; -   ; 16 ; -   ; 17 ;
BUENOS AIRES;Juní;Morse;6413070; -   ; 57 ; -   ; 254 ; -   ; -   ; -   ; 117 ; 428 ;
BUENOS AIRES;Juní;Saforcada;6413080; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 75 ; 76 ;
BUENOS AIRES;La Costa;Las Toninas;6420010; 435 ; 1.076 ; 2 ; 68 ; 401 ; -   ; -   ; 26 ; 2.008 ;
BUENOS AIRES;La Costa;Mar de Ajó - San Bernard;6420020; 1.442 ; 4.326 ; 33 ; 9.049 ; 1.042 ; -   ; -   ; 1 ; 15.893 ;
BUENOS AIRES;La Costa;San Clemente del Tuy�;6420030; 1.968 ; 3.551 ; 5 ; 743 ; 2.343 ; -   ; -   ; 40 ; 8.650 ;
BUENOS AIRES;La Costa;Santa Teresita - Mar del Tuy�;6420040; 4.615 ; 7.654 ; 16 ; 191 ; 18 ; -   ; -   ; 201 ; 12.695 ;
BUENOS AIRES;La Costa;Aguas Verdes;6420030; 28 ; -   ; -   ; 141 ; -   ; -   ; -   ; 1 ; 170 ;
BUENOS AIRES;La Costa;Lucila Del Mar;6420030; 101 ; 943 ; -   ; 1.469 ; 205 ; -   ; -   ; 1 ; 2.719 ;
BUENOS AIRES;La Matanza;20 De Junio;6427010; 26 ; 711 ; 4 ; -   ; -   ; -   ; -   ; 2 ; 743 ;
BUENOS AIRES;La Matanza;Aldo Bonzi;6427010; 3 ; 3.087 ; -   ; -   ; 1 ; -   ; -   ; 2 ; 3.093 ;
BUENOS AIRES;La Matanza;Ciudad Evita;6427010; 351 ; 10.400 ; 27 ; 3.171 ; 31 ; -   ; -   ; 108 ; 14.088 ;
BUENOS AIRES;La Matanza;Gonzalez Catá;6427010; 119 ; 31.801 ; 27 ; 15.038 ; 33 ; 8 ; -   ; 1.525 ; 48.551 ;
BUENOS AIRES;La Matanza;Gregorio De Laferrere;6427010; 88 ; 27.133 ; 15 ; 19.580 ; 29 ; -   ; -   ; 1.469 ; 48.314 ;
BUENOS AIRES;La Matanza;Isidro Casanova;6427010; 191 ; 21.924 ; 34 ; 26.916 ; 61 ; -   ; -   ; 261 ; 49.387 ;
BUENOS AIRES;La Matanza;La Tablada;6427010; 365 ; 15.821 ; 2 ; 6 ; 7 ; -   ; -   ; 972 ; 17.173 ;
BUENOS AIRES;La Matanza;Lomas Del Mirador;6427010; 637 ; 13.124 ; 11 ; 4 ; 13 ; -   ; -   ; 66 ; 13.855 ;
BUENOS AIRES;La Matanza;Rafael Castillo;6427010; 34 ; 14.559 ; 10 ; 9.175 ; 7 ; -   ; -   ; 290 ; 24.075 ;
BUENOS AIRES;La Matanza;Ramos Mejí;6427010; 818 ; 37.040 ; 80 ; 7.821 ; 95 ; 2 ; -   ; 20 ; 45.876 ;
BUENOS AIRES;La Matanza;San Justo;6427010; 668 ; 25.226 ; 101 ; 13.384 ; 111 ; 1 ; -   ; 879 ; 40.370 ;
BUENOS AIRES;La Matanza;Tapiales;6427010; 696 ; 3.780 ; 27 ; 7.674 ; 14 ; 1 ; -   ; 2 ; 12.194 ;
BUENOS AIRES;La Matanza;Villa  Eduardo Madero;6427010; 194 ; 16.921 ; 50 ; 11.900 ; 76 ; -   ; -   ; 174 ; 29.315 ;
BUENOS AIRES;La Matanza;Villa Luzuriaga;6427010; 170 ; 17.418 ; 1 ; 30 ; 1 ; -   ; -   ; 115 ; 17.735 ;
BUENOS AIRES;La Matanza;Virrey Del Pino;6427010; 4.526 ; 20.890 ; -   ; 1.002 ; -   ; -   ; -   ; 406 ; 26.824 ;
BUENOS AIRES;La Plata;Abasto;6441030; 176 ; 621 ; -   ; 4.188 ; -   ; -   ; -   ; 5 ; 4.990 ;
BUENOS AIRES;La Plata;Angel Etcheverry;6441030; -   ; 713 ; -   ; -   ; -   ; -   ; -   ; 5 ; 718 ;
BUENOS AIRES;La Plata;Arturo Segui;6441030; -   ; 184 ; -   ; -   ; -   ; -   ; -   ; -   ; 184 ;
BUENOS AIRES;La Plata;Barrio El Peligro;6441030; 466 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 466 ;
BUENOS AIRES;La Plata;City Bell;6441030; -   ; 12.406 ; -   ; 239 ; -   ; -   ; -   ; 145 ; 12.790 ;
BUENOS AIRES;La Plata;colonia la plata;6441030; 63 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 63 ;
BUENOS AIRES;La Plata;Ignacio Correas;6441020; -   ; -   ; -   ; -   ; 2 ; -   ; -   ; 46 ; 48 ;
BUENOS AIRES;La Plata;Joaquin Gorina;6441030; -   ; 887 ; -   ; 132 ; -   ; -   ; -   ; -   ; 1.019 ;
BUENOS AIRES;La Plata;Jose Hernandez;6441030; -   ; 30 ; -   ; 20 ; -   ; -   ; -   ; -   ; 50 ;
BUENOS AIRES;La Plata;Jose Melchor Romero;6441030; -   ; 931 ; -   ; -   ; -   ; -   ; -   ; -   ; 931 ;
BUENOS AIRES;La Plata;La Cumbre;6441030; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 145 ; 145 ;
BUENOS AIRES;La Plata;La Plata;6441030; 11.804 ; 131.295 ; 537 ; 39.486 ; 805 ; 9 ; -   ; 3.239 ; 187.175 ;
BUENOS AIRES;La Plata;Lisandro Olmos;6441030; -   ; 2.667 ; -   ; -   ; -   ; -   ; -   ; -   ; 2.667 ;
BUENOS AIRES;La Plata;Los Hornos;6441030; -   ; 3.559 ; -   ; 482 ; -   ; -   ; -   ; 145 ; 4.186 ;
BUENOS AIRES;La Plata;Manuel B Gonnet;6441030; -   ; 12.328 ; -   ; 318 ; -   ; -   ; -   ; -   ; 12.646 ;
BUENOS AIRES;La Plata;OTROS;Sin Datos; -   ; 22 ; -   ; 9 ; -   ; -   ; -   ; -   ; 31 ;
BUENOS AIRES;La Plata;Ringuelet;6441030; -   ; 4.065 ; -   ; 255 ; -   ; -   ; -   ; -   ; 4.320 ;
BUENOS AIRES;La Plata;Tolosa;6441030; -   ; 13.380 ; -   ; 513 ; -   ; -   ; -   ; -   ; 13.893 ;
BUENOS AIRES;La Plata;Villa Elisa;6441030; -   ; 6.400 ; -   ; 151 ; -   ; -   ; -   ; 145 ; 6.696 ;
BUENOS AIRES;La Plata;Villa Elvira;6441030; -   ; 4.811 ; -   ; 145 ; -   ; -   ; -   ; 1.068 ; 6.024 ;
BUENOS AIRES;La Plata;ruta del sol;6441030; 292 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 292 ;
BUENOS AIRES;La Plata;El Retiro;6441030; -   ; -   ; -   ; 1 ; -   ; -   ; -   ; -   ; 1 ;
BUENOS AIRES;La Plata;Transradio;6441030; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ;
BUENOS AIRES;La Plata;Arana;6441030; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 129 ; 129 ;
BUENOS AIRES;La Plata;Villa Garibaldi;6441030; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 904 ; 904 ;
BUENOS AIRES;La Plata;Villa Parque Sicardi;6441030; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1.094 ; 1.094 ;
BUENOS AIRES;La Plata;Barrio El Carmen Oeste;6441030; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 145 ; 145 ;
BUENOS AIRES;La Plata;Barrio Gambier;6441030; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 145 ; 145 ;
BUENOS AIRES;La Plata;Villa Montoro;6441030; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 145 ; 145 ;
BUENOS AIRES;Lanú;Gerli;6434010; 42 ; 6.192 ; 14 ; 6.109 ; 3 ; -   ; -   ; -   ; 12.360 ;
BUENOS AIRES;Lanú;Lanús Est;6434010; 551 ; 26.865 ; 83 ; 26.681 ; 82 ; 1 ; -   ; 315 ; 54.578 ;
BUENOS AIRES;Lanú;Lanús Oest;6434010; -   ; 12.109 ; 1 ; 14.750 ; -   ; -   ; -   ; 364 ; 27.224 ;
BUENOS AIRES;Lanú;Monte Chingolo;6434010; 73 ; 10.735 ; 47 ; 15.991 ; 71 ; -   ; -   ; -   ; 26.917 ;
BUENOS AIRES;Lanú;Remedios Escalada De San Martin;6434010; 65 ; 14.123 ; 19 ; 5.154 ; 19 ; -   ; -   ; 344 ; 19.724 ;
BUENOS AIRES;Lanú;Valentín Alsin;6434010; 192 ; 7.221 ; 79 ; 12.116 ; 91 ; -   ; -   ; 3 ; 19.702 ;
BUENOS AIRES;Laprida;Laprida;6448010; -   ; 22 ; -   ; 2.741 ; -   ; -   ; -   ; -   ; 2.763 ;
BUENOS AIRES;Laprida;Pueblo Nuevo;6448020; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 8 ; 8 ;
BUENOS AIRES;Laprida;Pueblo San Jorge;6448030; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 117 ; 117 ;
BUENOS AIRES;Las Flores;Las Flores;6455030; 1.803 ; -   ; -   ; 2.872 ; -   ; -   ; -   ; 807 ; 5.482 ;
BUENOS AIRES;Las Flores;Coronel Boerr;6455010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 3 ; 3 ;
BUENOS AIRES;Las Flores;El Trigo;6455020; -   ; -   ; -   ; 1 ; -   ; -   ; -   ; 3 ; 4 ;
BUENOS AIRES;Las Flores;Pardo;6455040; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 4 ; 4 ;
BUENOS AIRES;Leandro N. Alem;Alberdi Viejo;6462010; 2 ; -   ; -   ; -   ; 2 ; -   ; -   ; 2 ; 6 ;
BUENOS AIRES;Leandro N. Alem;El Dorado;6462020; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; 117 ; 118 ;
BUENOS AIRES;Leandro N. Alem;Fortín Ach;6462030; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 39 ; 39 ;
BUENOS AIRES;Leandro N. Alem;Juan Bautista Alberdi  (Est. Alberdi);6462040; 252 ; 457 ; -   ; 396 ; -   ; -   ; -   ; 8 ; 1.113 ;
BUENOS AIRES;Leandro N. Alem;Leandro N. Alem;6462050; -   ; 185 ; -   ; -   ; -   ; -   ; -   ; 64 ; 249 ;
BUENOS AIRES;Leandro N. Alem;Vedia;6462060; 941 ; -   ; -   ; 15 ; 573 ; 1 ; -   ; 1.307 ; 2.837 ;
BUENOS AIRES;Lincoln;Bayauca;6469020; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 43 ; 44 ;
BUENOS AIRES;Lincoln;Coronel Martínez de Hoz  (Ap. Kilómetro 32;6469050; 288 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 288 ;
BUENOS AIRES;Lincoln;El Triunfo;6469060; -   ; -   ; 1 ; 10 ; -   ; -   ; -   ; -   ; 11 ;
BUENOS AIRES;Lincoln;Las Toscas;6469070; 330 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 330 ;
BUENOS AIRES;Lincoln;Lincoln;6469080; 813 ; 8.713 ; 39 ; 11 ; 1 ; -   ; -   ; -   ; 9.577 ;
BUENOS AIRES;Lincoln;Pasteur;6469090; -   ; -   ; -   ; -   ; -   ; 2 ; -   ; 487 ; 489 ;
BUENOS AIRES;Lincoln;Roberts;6469100; -   ; -   ; 1 ; 699 ; -   ; -   ; -   ; -   ; 700 ;
BUENOS AIRES;Lincoln;Arenaza;6469010; -   ; -   ; -   ; 293 ; -   ; -   ; -   ; -   ; 293 ;
BUENOS AIRES;Lincoln;Carlos Salas;6469040; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 123 ; 123 ;
BUENOS AIRES;Loberí;Loberí;6476030; 753 ; -   ; 7 ; 902 ; 15 ; 1 ; -   ; 716 ; 2.394 ;
BUENOS AIRES;Loberí;San Manuel;6476050; -   ; -   ; -   ; 322 ; -   ; -   ; -   ; 177 ; 499 ;
BUENOS AIRES;Loberí;Arenas Verdes;6476010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 11 ; 11 ;
BUENOS AIRES;Loberí;Licenciado Matienzo;6476020; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1 ; 1 ;
BUENOS AIRES;Loberí;Pieres;6476040; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 7 ; 7 ;
BUENOS AIRES;Loberí;Tamanguey�;6476060; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 28 ; 28 ;
BUENOS AIRES;Lobos;Antonio Carboni;6483010; 4 ; -   ; 1 ; 122 ; 156 ; -   ; -   ; 101 ; 384 ;
BUENOS AIRES;Lobos;Elvira;6483020; -   ; -   ; -   ; 61 ; -   ; -   ; -   ; 74 ; 135 ;
BUENOS AIRES;Lobos;Lobos;6483040; 730 ; 5 ; 10 ; 2.850 ; -   ; -   ; -   ; 1.510 ; 5.105 ;
BUENOS AIRES;Lobos;Salvador Marí;6483050; 87 ; -   ; -   ; 446 ; -   ; -   ; -   ; 265 ; 798 ;
BUENOS AIRES;Lomas De Zamora;Banfield;6490010; 302 ; 58.077 ; 80 ; 9.727 ; 180 ; 1 ; -   ; -   ; 68.367 ;
BUENOS AIRES;Lomas De Zamora;Llavallol;6490010; 136 ; 7.197 ; 34 ; 7.044 ; 36 ; -   ; -   ; 2 ; 14.449 ;
BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;6490010; 550 ; 35.345 ; 112 ; 11.636 ; 300 ; 2 ; -   ; 2.332 ; 50.277 ;
BUENOS AIRES;Lomas De Zamora;Temperley;6490010; 39 ; 25.508 ; 19 ; 9.103 ; 50 ; 2 ; -   ; -   ; 34.721 ;
BUENOS AIRES;Lomas De Zamora;Turdera;6490010; 38 ; 2.399 ; 21 ; 6.294 ; 1 ; -   ; -   ; -   ; 8.753 ;
BUENOS AIRES;Lomas De Zamora;Villa Centenario;6490010; -   ; 45 ; -   ; 165 ; -   ; -   ; -   ; 300 ; 510 ;
BUENOS AIRES;Lomas De Zamora;Villa Fiorito;6490010; -   ; 175 ; -   ; 203 ; -   ; -   ; -   ; 666 ; 1.044 ;
BUENOS AIRES;Lujá;Barrio Las Casuarinas;6497060; -   ; -   ; -   ; 115 ; -   ; -   ; -   ; 25 ; 140 ;
BUENOS AIRES;Lujá;Carlos Keen;6497020; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 20 ; 20 ;
BUENOS AIRES;Lujá;Cortines;6497060; 79 ; -   ; -   ; 402 ; -   ; -   ; -   ; 41 ; 522 ;
BUENOS AIRES;Lujá;José María Jáuregui (Est. Jáure;6497060; 450 ; 1.003 ; -   ; 2.356 ; -   ; -   ; -   ; 20 ; 3.829 ;
BUENOS AIRES;Lujá;Lezica y Torrezuri;6497060; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 38 ; 38 ;
BUENOS AIRES;Lujá;Lujá;6497060; 2.440 ; 12.795 ; 37 ; 10.525 ; 37 ; 1 ; -   ; 2.032 ; 27.867 ;
BUENOS AIRES;Lujá;Olivera;6497070; -   ; -   ; -   ; 5 ; -   ; -   ; -   ; 42 ; 47 ;
BUENOS AIRES;Lujá;Open Door  (Est. Dr. Domingo Cabred);6497060; 306 ; -   ; 4 ; -   ; -   ; -   ; -   ; 49 ; 359 ;
BUENOS AIRES;Lujá;OTROS;Sin Datos; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 42 ; 42 ;
